customer_id,lifetime,contract_type,monthly_charges,tech_support,satisfaction,churn,churn_by_contract
1047,21,year,148.86,False,2,False,0.5
1048,17,year,291.11,True,8,True,0.5
1049,4,year,276.65,True,8,True,0.5
1050,23,year,51.27,False,5,False,0.5
1051,20,half year,329.11,False,3,False,0.52
1052,5,half year,58.99,False,6,True,0.52
1053,7,year,395.35,False,7,True,0.5
1054,9,month,59.99,False,5,False,0.51
1055,13,half year,129.0,False,1,False,0.52
1056,8,year,153.2,False,2,False,0.5
1057,12,half year,170.37,False,0,False,0.52
1058,5,month,183.05,False,5,False,0.51
1059,16,month,408.44,True,8,True,0.51
1060,2,year,219.85,False,1,True,0.5
1061,2,year,43.94,False,0,True,0.5
1062,17,year,242.26,False,0,True,0.5
1063,14,month,27.19,False,0,False,0.51
1064,13,half year,245.9,True,9,False,0.52
1065,2,month,199.72,False,0,True,0.51
1066,1,year,223.33,True,0,True,0.5
1067,8,year,186.12,True,8,False,0.5
1068,23,half year,58.45,False,1,False,0.52
1069,21,month,471.81,False,9,False,0.51
1070,18,month,257.48,False,5,True,0.51
1071,12,year,296.38,True,1,False,0.5
1072,16,year,255.3,False,3,True,0.5
1073,10,year,141.88,False,9,False,0.5
1074,16,year,465.41,True,5,True,0.5
1075,22,month,430.16,False,8,False,0.51
1076,3,half year,282.99,True,4,False,0.52
1077,4,year,281.88,False,5,False,0.5
1078,16,year,162.13,False,1,True,0.5
1079,21,half year,370.57,False,7,False,0.52
1080,22,month,417.86,False,5,True,0.51
1081,1,month,145.13,True,5,False,0.51
1082,18,year,358.65,False,8,False,0.5
1083,7,year,367.47,True,8,False,0.5
1084,12,half year,307.27,False,8,False,0.52
1085,7,half year,311.88,False,10,False,0.52
1086,10,half year,224.12,False,0,False,0.52
1087,6,year,241.19,False,7,True,0.5
1088,4,month,171.28,False,2,False,0.51
1089,1,half year,128.27,True,10,False,0.52
1090,11,month,350.77,False,8,True,0.51
1091,4,half year,15.98,True,5,True,0.52
1092,3,year,276.54,False,8,False,0.5
1093,2,half year,400.07,False,0,False,0.52
1094,7,month,279.01,False,7,True,0.51
1095,17,year,244.64,False,9,True,0.5
1096,12,year,410.86,False,0,True,0.5
1097,5,half year,144.14,False,7,True,0.52
1098,23,half year,239.23,False,0,False,0.52
1099,19,month,365.15,False,0,True,0.51
1100,20,month,408.52,False,3,False,0.51
1101,1,half year,321.7,True,9,False,0.52
1102,3,month,426.18,True,8,False,0.51
1103,16,year,377.51,False,7,True,0.5
1104,14,month,39.38,False,7,False,0.51
1105,2,month,195.84,False,5,True,0.51
1106,1,half year,173.53,True,2,False,0.52
1107,7,year,423.29,False,4,True,0.5
1108,22,half year,127.29,True,5,True,0.52
1109,20,half year,276.0,False,1,True,0.52
1110,11,year,182.41,False,8,True,0.5
1111,12,half year,186.06,True,4,True,0.52
1112,4,year,56.14,True,7,False,0.5
1113,16,half year,179.92,False,5,False,0.52
1114,17,half year,387.21,False,1,False,0.52
1115,1,half year,231.83,False,0,False,0.52
1116,12,month,182.24,False,6,True,0.51
1117,17,month,68.47,False,7,True,0.51
1118,16,year,472.07,True,2,True,0.5
1119,4,month,358.61,False,7,False,0.51
1120,18,half year,373.37,False,3,False,0.52
1121,22,month,316.17,True,1,False,0.51
1122,16,half year,284.19,False,10,False,0.52
1123,22,year,43.15,True,6,False,0.5
1124,2,half year,409.08,False,0,False,0.52
1125,10,month,110.51,False,6,False,0.51
1126,14,year,193.14,False,4,False,0.5
1127,6,half year,106.86,False,1,True,0.52
1128,16,half year,64.98,False,5,True,0.52
1129,7,year,321.97,False,3,True,0.5
1130,12,year,243.93,False,1,False,0.5
1131,1,month,434.15,True,3,True,0.51
1132,1,year,177.35,True,8,True,0.5
1133,12,month,210.57,False,1,True,0.51
1134,2,month,77.02,False,6,False,0.51
1135,13,month,364.72,False,9,False,0.51
1136,13,year,365.04,False,2,True,0.5
1137,18,month,351.65,True,7,True,0.51
1138,20,year,426.38,False,0,False,0.5
1139,3,month,277.54,True,2,True,0.51
1140,1,year,178.6,False,3,False,0.5
1141,9,month,384.86,True,2,True,0.51
1142,8,year,315.63,False,1,False,0.5
1143,19,half year,245.47,False,8,False,0.52
1144,4,half year,284.05,True,1,False,0.52
1145,5,half year,355.3,False,0,False,0.52
1146,17,year,238.91,False,7,True,0.5
1147,12,half year,422.34,False,5,True,0.52
1148,13,half year,49.92,False,2,False,0.52
1149,14,year,17.6,False,7,True,0.5
1150,17,half year,356.65,False,3,True,0.52
1151,22,half year,321.19,False,7,False,0.52
1152,20,month,336.62,False,8,False,0.51
1153,19,year,44.03,False,0,True,0.5
1154,7,month,73.6,False,5,False,0.51
1155,14,half year,47.31,True,5,False,0.52
1156,12,year,151.43,True,8,True,0.5
1157,7,year,247.13,False,2,True,0.5
1158,15,month,117.09,False,3,True,0.51
1159,13,half year,356.21,False,2,True,0.52
1160,5,year,404.62,True,0,True,0.5
1161,14,year,174.64,False,9,True,0.5
1162,3,year,213.94,False,6,False,0.5
1163,15,year,76.02,False,6,True,0.5
1164,1,half year,45.5,True,8,False,0.52
1165,22,month,123.28,False,4,True,0.51
1166,22,month,484.18,False,7,True,0.51
1167,8,half year,147.14,False,1,True,0.52
1168,20,month,91.34,True,7,True,0.51
1169,14,year,207.85,False,10,False,0.5
1170,2,year,304.14,True,8,True,0.5
1171,7,year,389.63,False,3,True,0.5
1172,15,month,346.86,False,6,False,0.51
1173,13,half year,424.25,False,6,True,0.52
1174,19,month,80.84,False,1,True,0.51
1175,8,year,219.63,False,7,True,0.5
1176,1,year,88.01,False,7,False,0.5
1177,15,month,46.66,False,1,False,0.51
1178,8,month,15.64,False,1,False,0.51
1179,20,month,254.73,True,4,False,0.51
1180,14,month,190.0,False,3,False,0.51
1181,6,half year,123.77,True,3,True,0.52
1182,3,half year,413.16,False,2,False,0.52
1183,6,half year,382.51,False,2,True,0.52
1184,1,month,436.83,True,1,True,0.51
1185,17,half year,446.54,True,1,True,0.52
1186,23,year,375.39,True,3,False,0.5
1187,15,year,413.53,False,1,False,0.5
1188,21,month,415.04,False,8,False,0.51
1189,20,half year,464.81,False,0,False,0.52
1190,18,month,283.92,False,1,True,0.51
1191,2,year,359.23,True,2,True,0.5
1192,5,year,355.86,False,3,False,0.5
1193,10,year,36.04,False,5,True,0.5
1194,8,year,124.05,False,4,False,0.5
1195,19,month,97.66,False,7,True,0.51
1196,1,half year,89.6,False,6,True,0.52
1197,2,year,175.62,False,5,True,0.5
1198,21,year,200.35,False,4,False,0.5
1199,15,half year,377.85,False,10,False,0.52
1200,23,half year,68.31,False,9,False,0.52
1201,11,month,401.16,False,4,True,0.51
1202,3,year,453.0,True,0,True,0.5
1203,19,half year,146.94,False,4,True,0.52
1204,16,half year,479.83,False,1,False,0.52
1205,6,year,108.8,False,1,True,0.5
1206,12,month,459.32,False,1,False,0.51
1207,5,month,110.83,True,0,False,0.51
1208,13,half year,258.07,False,8,False,0.52
1209,20,month,420.48,False,2,True,0.51
1210,17,half year,444.06,False,10,False,0.52
1211,9,half year,199.35,True,0,True,0.52
1212,11,half year,38.99,True,6,True,0.52
1213,4,year,261.11,False,3,False,0.5
1214,12,year,486.77,False,0,True,0.5
1215,1,month,460.22,True,7,True,0.51
1216,3,year,366.7,False,7,True,0.5
1217,10,half year,37.09,False,10,True,0.52
1218,16,year,39.54,False,0,True,0.5
1219,9,half year,439.9,False,5,False,0.52
1220,5,year,326.98,True,6,True,0.5
1221,4,year,103.5,True,7,True,0.5
1222,12,month,443.48,True,3,False,0.51
1223,14,half year,135.92,False,7,False,0.52
1224,16,month,170.34,True,0,False,0.51
1225,9,year,485.4,False,7,True,0.5
1226,18,month,240.13,False,5,False,0.51
1227,19,month,84.48,False,0,True,0.51
1228,11,year,408.75,False,7,False,0.5
1229,10,half year,294.34,False,0,True,0.52
1230,16,year,174.96,False,2,False,0.5
1231,15,year,269.35,False,0,True,0.5
1232,8,month,302.55,True,6,False,0.51
1233,17,month,162.79,False,6,False,0.51
1234,10,month,120.44,True,8,False,0.51
1235,1,half year,409.6,False,9,False,0.52
1236,12,year,211.2,False,0,True,0.5
1237,17,month,266.7,False,9,True,0.51
1238,7,year,29.24,False,0,True,0.5
1239,8,half year,84.51,False,4,True,0.52
1240,21,month,121.52,False,4,False,0.51
1241,11,month,451.35,True,1,False,0.51
1242,15,year,158.68,True,9,False,0.5
1243,6,year,421.47,False,9,False,0.5
1244,10,year,241.57,True,1,True,0.5
1245,12,year,191.3,True,3,True,0.5
1246,12,month,18.39,False,4,False,0.51
1247,4,half year,56.66,True,0,True,0.52
1248,9,year,360.2,False,0,False,0.5
1249,18,half year,182.83,False,4,False,0.52
1250,13,year,483.48,False,2,True,0.5
1251,12,month,289.56,False,0,True,0.51
1252,16,half year,359.11,True,10,False,0.52
1253,20,month,459.95,False,4,False,0.51
1254,19,half year,401.09,True,6,False,0.52
1255,21,half year,165.57,True,2,False,0.52
1256,8,half year,178.24,False,0,True,0.52
1257,4,month,82.05,True,3,False,0.51
1258,21,year,185.42,True,9,True,0.5
1259,11,year,311.59,False,5,False,0.5
1260,23,year,360.33,False,1,False,0.5
1261,1,month,337.2,False,0,True,0.51
1262,8,year,238.04,True,0,False,0.5
1263,12,half year,157.65,False,4,False,0.52
1264,12,year,196.46,False,6,False,0.5
1265,16,month,180.92,False,7,False,0.51
1266,20,month,94.8,False,5,True,0.51
1267,16,month,283.65,False,5,False,0.51
1268,9,half year,286.18,False,2,True,0.52
1269,11,month,171.28,False,4,True,0.51
1270,9,year,188.61,True,10,False,0.5
1271,18,month,311.98,False,10,False,0.51
1272,23,year,111.14,False,1,True,0.5
1273,11,half year,317.03,False,5,False,0.52
1274,17,month,457.08,False,8,True,0.51
1275,7,year,82.34,True,1,True,0.5
1276,16,half year,102.03,False,0,True,0.52
1277,13,year,410.8,False,7,False,0.5
1278,13,year,153.52,True,6,False,0.5
1279,12,half year,414.88,False,6,True,0.52
1280,5,year,50.14,False,5,False,0.5
1281,3,half year,229.85,False,10,False,0.52
1282,17,year,176.02,False,5,False,0.5
1283,9,half year,281.61,False,3,False,0.52
1284,1,year,240.25,False,3,False,0.5
1285,18,year,128.42,True,8,False,0.5
1286,4,month,344.31,False,3,True,0.51
1287,21,year,437.13,False,6,True,0.5
1288,5,month,166.47,False,2,True,0.51
1289,9,half year,271.24,True,2,True,0.52
1290,20,year,286.91,False,1,True,0.5
1291,2,month,82.38,False,1,True,0.51
1292,16,year,330.27,True,7,True,0.5
1293,2,half year,25.51,False,6,True,0.52
1294,20,year,188.56,False,8,False,0.5
1295,14,month,207.19,True,1,False,0.51
1296,13,half year,36.68,True,5,False,0.52
1297,23,month,150.0,False,4,False,0.51
1298,13,half year,387.68,False,0,False,0.52
1299,12,half year,311.91,True,4,True,0.52
1300,2,month,72.76,False,10,True,0.51
1301,14,month,466.13,False,0,False,0.51
1302,5,month,432.64,True,3,False,0.51
1303,14,half year,25.77,False,1,False,0.52
1304,7,month,150.39,False,0,False,0.51
1305,19,year,421.87,False,0,True,0.5
1306,17,month,42.08,False,7,True,0.51
1307,4,year,354.44,True,7,True,0.5
1308,16,half year,300.85,False,5,False,0.52
1309,7,half year,338.98,True,3,True,0.52
1310,3,year,412.44,False,2,True,0.5
1311,11,month,434.16,True,9,False,0.51
1312,23,year,97.08,True,3,False,0.5
1313,17,month,97.96,False,9,True,0.51
1314,12,year,150.27,False,5,True,0.5
1315,22,month,38.72,False,4,False,0.51
1316,12,half year,144.62,False,1,True,0.52
1317,21,half year,457.68,True,1,False,0.52
1318,13,half year,225.58,False,1,True,0.52
1319,4,year,13.27,False,0,False,0.5
1320,12,half year,175.35,True,8,True,0.52
1321,3,month,133.75,True,6,False,0.51
1322,22,half year,315.77,False,3,True,0.52
1323,14,year,275.71,False,1,True,0.5
1324,18,year,19.88,False,2,False,0.5
1325,2,month,123.96,True,1,False,0.51
1326,5,half year,105.45,False,7,False,0.52
1327,17,year,292.97,False,8,True,0.5
1328,13,half year,147.98,False,6,True,0.52
1329,6,month,363.9,True,9,False,0.51
1330,6,month,109.3,False,2,True,0.51
1331,21,half year,282.52,False,7,False,0.52
1332,9,year,453.97,False,9,False,0.5
1333,13,half year,463.16,True,0,True,0.52
1334,13,half year,297.74,False,1,False,0.52
1335,14,year,202.13,False,7,False,0.5
1336,17,year,400.58,False,0,False,0.5
1337,23,year,418.84,False,9,False,0.5
1338,4,half year,38.28,False,6,True,0.52
1339,12,half year,172.15,False,9,True,0.52
1340,13,half year,102.9,False,4,False,0.52
1341,6,year,250.73,False,0,False,0.5
1342,19,year,171.09,True,4,False,0.5
1343,12,year,333.29,False,4,False,0.5
1344,20,half year,443.36,False,8,True,0.52
1345,12,year,179.71,False,9,True,0.5
1346,4,year,442.0,True,9,True,0.5
1347,9,half year,320.97,True,0,False,0.52
1348,13,half year,302.83,True,6,False,0.52
1349,20,year,372.42,False,9,False,0.5
1350,11,year,209.02,False,5,True,0.5
1351,11,half year,303.76,False,6,True,0.52
1352,1,half year,96.84,False,9,True,0.52
1353,10,month,68.52,False,7,True,0.51
1354,17,year,465.13,False,3,True,0.5
1355,17,year,401.37,False,1,False,0.5
1356,6,year,98.94,False,8,True,0.5
1357,22,year,367.57,False,1,False,0.5
1358,5,month,355.18,False,8,True,0.51
1359,5,year,340.45,False,7,True,0.5
1360,18,half year,265.74,False,10,True,0.52
1361,13,year,39.38,False,2,False,0.5
1362,12,half year,50.46,False,5,False,0.52
1363,16,year,66.32,False,5,True,0.5
1364,5,year,41.27,True,2,True,0.5
1365,18,year,163.09,False,4,False,0.5
1366,22,month,283.91,False,9,True,0.51
1367,7,half year,177.15,True,6,False,0.52
1368,19,half year,444.79,False,7,False,0.52
1369,15,year,127.35,False,6,False,0.5
1370,6,year,34.33,False,1,False,0.5
1371,13,year,108.46,False,0,False,0.5
1372,5,year,300.13,False,3,True,0.5
1373,7,half year,482.36,True,3,True,0.52
1374,13,year,387.34,True,5,False,0.5
1375,4,year,304.85,True,1,False,0.5
1376,23,month,47.07,False,9,True,0.51
1377,6,year,40.12,False,2,True,0.5
1378,5,month,341.68,True,0,True,0.51
1379,10,half year,276.05,False,8,True,0.52
1380,22,half year,497.25,False,7,True,0.52
1381,9,year,242.17,False,9,True,0.5
1382,17,year,492.97,True,4,True,0.5
1383,17,half year,21.65,False,7,False,0.52
1384,21,year,421.81,True,0,True,0.5
1385,12,half year,289.21,False,0,True,0.52
1386,2,year,220.54,False,1,False,0.5
1387,17,month,472.06,False,0,False,0.51
1388,8,half year,223.96,True,4,True,0.52
1389,6,year,199.2,False,8,True,0.5
1390,21,month,136.34,True,6,True,0.51
1391,5,year,414.31,False,8,True,0.5
1392,14,month,245.99,False,6,True,0.51
1393,11,year,442.95,False,7,True,0.5
1394,5,month,478.55,False,1,True,0.51
1395,7,year,132.78,False,7,True,0.5
1396,14,month,45.0,False,5,False,0.51
1397,7,year,246.78,True,2,True,0.5
1398,5,year,60.02,False,0,True,0.5
1399,22,half year,456.99,False,6,False,0.52
1400,19,year,388.72,True,10,False,0.5
1401,3,year,116.74,False,2,True,0.5
1402,17,half year,390.68,False,7,False,0.52
1403,2,year,129.21,False,9,False,0.5
1404,16,month,403.72,True,8,False,0.51
1405,10,year,30.18,False,5,True,0.5
1406,1,half year,177.84,False,5,True,0.52
1407,22,month,23.72,False,9,True,0.51
1408,22,month,37.48,False,3,False,0.51
1409,10,year,185.15,False,0,False,0.5
1410,12,year,27.09,True,6,False,0.5
1411,20,year,327.4,False,3,False,0.5
1412,8,half year,160.49,False,7,False,0.52
1413,19,year,386.31,False,6,False,0.5
1414,17,year,172.71,False,3,True,0.5
1415,2,year,470.01,True,8,True,0.5
1416,15,year,491.41,False,1,False,0.5
1417,10,month,163.47,False,7,True,0.51
1418,3,year,474.19,True,10,True,0.5
1419,23,month,272.01,False,6,True,0.51
1420,12,month,368.16,False,0,True,0.51
1421,13,year,203.0,False,8,False,0.5
1422,14,month,268.85,True,8,True,0.51
1423,19,month,56.86,False,5,False,0.51
1424,9,half year,472.42,False,2,False,0.52
1425,20,half year,290.58,True,0,False,0.52
1426,13,year,414.46,True,5,False,0.5
1427,19,year,196.16,False,3,True,0.5
1428,15,month,393.68,False,4,False,0.51
1429,9,month,369.28,True,7,False,0.51
1430,9,year,79.09,False,2,False,0.5
1431,1,year,288.78,False,0,True,0.5
1432,16,month,400.33,False,4,True,0.51
1433,12,half year,34.72,False,0,True,0.52
1434,21,half year,383.57,False,5,True,0.52
1435,6,month,467.16,False,8,True,0.51
1436,17,half year,481.45,False,0,True,0.52
1437,21,month,284.28,False,0,False,0.51
1438,12,half year,476.98,True,5,False,0.52
1439,2,half year,267.68,False,0,False,0.52
1440,21,month,28.88,False,7,False,0.51
1441,12,month,196.67,False,6,True,0.51
1442,5,year,122.75,False,2,False,0.5
1443,15,half year,180.23,True,2,True,0.52
1444,20,half year,116.65,True,9,True,0.52
1445,17,month,27.7,False,0,False,0.51
1446,20,year,450.18,False,1,False,0.5
1447,13,half year,487.04,False,6,False,0.52
1448,7,month,113.92,False,0,True,0.51
1449,12,half year,139.18,False,3,False,0.52
1450,7,year,333.16,False,0,False,0.5
1451,14,month,468.87,False,3,True,0.51
1452,16,year,303.94,False,6,True,0.5
1453,22,year,19.42,False,5,True,0.5
1454,3,half year,433.94,True,2,True,0.52
1455,5,year,112.21,True,2,True,0.5
1456,15,year,460.77,False,9,True,0.5
1457,15,month,442.51,False,4,True,0.51
1458,11,half year,319.1,False,0,True,0.52
1459,6,half year,489.06,False,9,True,0.52
1460,1,half year,385.92,False,9,True,0.52
1461,14,half year,487.36,False,8,True,0.52
1462,4,year,418.03,False,4,True,0.5
1463,11,year,116.11,False,7,False,0.5
1464,13,month,73.58,False,2,False,0.51
1465,3,year,319.91,False,5,False,0.5
1466,21,half year,333.95,True,6,True,0.52
1467,12,month,150.31,True,9,True,0.51
1468,11,year,396.27,True,8,True,0.5
1469,6,half year,127.04,False,8,True,0.52
1470,11,year,286.36,False,8,True,0.5
1471,7,year,52.45,False,2,False,0.5
1472,4,half year,436.65,False,0,True,0.52
1473,15,month,209.15,True,4,False,0.51
1474,23,month,102.27,True,7,True,0.51
1475,12,year,179.6,False,2,True,0.5
1476,8,month,306.44,False,3,False,0.51
1477,10,month,17.56,True,6,False,0.51
1478,1,month,404.7,False,3,False,0.51
1479,6,half year,265.66,False,2,False,0.52
1480,16,year,31.09,True,6,True,0.5
1481,12,month,469.68,True,5,True,0.51
1482,16,year,54.01,True,4,True,0.5
1483,7,year,275.74,True,2,True,0.5
1484,11,year,15.97,True,0,True,0.5
1485,21,half year,139.36,False,7,False,0.52
1486,2,month,116.41,False,9,False,0.51
1487,21,half year,179.31,False,5,False,0.52
1488,12,month,183.59,False,5,True,0.51
1489,11,year,216.72,False,4,False,0.5
1490,6,month,281.63,False,7,True,0.51
1491,5,month,354.79,False,0,True,0.51
1492,12,year,475.01,True,6,False,0.5
1493,3,year,159.96,False,9,True,0.5
1494,5,half year,417.11,True,1,False,0.52
1495,6,month,126.06,False,8,True,0.51
1496,6,year,354.52,True,4,False,0.5
1497,1,half year,37.75,False,3,True,0.52
1498,14,year,290.28,True,5,True,0.5
1499,12,month,282.82,False,2,False,0.51
1500,2,half year,54.36,True,0,True,0.52
1501,6,year,431.9,False,6,True,0.5
1502,5,month,34.01,False,3,False,0.51
1503,13,year,360.93,True,6,False,0.5
1504,23,month,476.95,False,0,False,0.51
1505,23,year,169.31,True,2,True,0.5
1506,11,half year,321.28,True,0,True,0.52
1507,5,half year,328.49,True,9,False,0.52
1508,11,year,87.67,False,9,False,0.5
1509,12,month,81.89,False,8,False,0.51
1510,7,half year,244.02,True,0,True,0.52
1511,15,year,31.1,False,5,True,0.5
1512,21,year,121.22,True,0,False,0.5
1513,11,year,169.94,True,0,False,0.5
1514,10,year,446.91,False,6,True,0.5
1515,6,month,35.9,False,2,True,0.51
1516,8,half year,411.78,True,0,True,0.52
1517,23,half year,105.62,False,6,True,0.52
1518,23,year,170.68,True,3,False,0.5
1519,20,half year,120.23,False,7,True,0.52
1520,8,year,470.38,True,1,True,0.5
1521,9,month,18.18,True,2,True,0.51
1522,15,half year,476.75,False,1,False,0.52
1523,12,month,137.06,False,0,True,0.51
1524,16,half year,171.57,False,9,False,0.52
1525,9,year,302.91,False,9,False,0.5
1526,11,year,441.96,True,3,False,0.5
1527,12,year,31.63,False,4,True,0.5
1528,5,half year,217.49,False,10,False,0.52
1529,12,month,121.86,True,7,False,0.51
1530,10,year,488.69,True,4,True,0.5
1531,22,half year,271.09,False,10,True,0.52
1532,3,half year,251.16,False,8,False,0.52
1533,20,month,157.66,False,0,True,0.51
1534,15,month,380.3,False,1,True,0.51
1535,13,month,220.91,True,2,False,0.51
1536,5,month,101.68,False,2,False,0.51
1537,17,month,192.6,True,3,False,0.51
1538,6,month,329.69,True,0,True,0.51
1539,4,half year,401.29,True,2,False,0.52
1540,12,year,464.81,True,3,False,0.5
1541,2,half year,264.34,False,0,True,0.52
1542,3,month,281.9,False,8,False,0.51
1543,6,month,189.86,True,3,True,0.51
1544,15,month,34.22,False,0,False,0.51
1545,23,half year,140.5,False,2,False,0.52
1546,21,half year,468.1,False,3,False,0.52
1547,18,month,489.98,False,8,True,0.51
1548,1,year,175.98,False,8,True,0.5
1549,10,month,79.92,True,4,False,0.51
1550,23,month,498.67,False,4,True,0.51
1551,16,month,429.08,False,0,True,0.51
1552,9,year,316.4,False,3,False,0.5
1553,17,half year,444.8,True,10,False,0.52
1554,9,half year,188.78,False,7,False,0.52
1555,14,half year,235.19,False,1,False,0.52
1556,16,month,109.09,True,9,True,0.51
1557,17,half year,432.03,False,5,False,0.52
1558,15,half year,17.39,False,9,True,0.52
1559,13,half year,137.94,False,6,True,0.52
1560,8,half year,185.74,False,1,True,0.52
1561,3,half year,413.17,False,7,False,0.52
1562,16,half year,253.93,False,1,False,0.52
1563,14,month,477.62,True,6,True,0.51
1564,22,year,140.57,True,3,True,0.5
1565,16,half year,142.75,True,2,False,0.52
1566,18,month,56.07,True,9,True,0.51
1567,6,year,287.83,False,8,True,0.5
1568,5,year,440.83,False,1,False,0.5
1569,12,year,139.03,False,9,False,0.5
1570,20,year,122.8,False,8,False,0.5
1571,3,month,154.25,False,9,True,0.51
1572,23,year,229.59,False,10,True,0.5
1573,6,half year,288.93,False,3,True,0.52
1574,5,year,397.05,False,5,True,0.5
1575,3,month,411.52,False,7,True,0.51
1576,15,year,10.74,True,4,False,0.5
1577,8,year,360.38,True,0,False,0.5
1578,6,half year,93.25,False,9,True,0.52
1579,12,year,457.5,False,7,True,0.5
1580,20,month,372.34,False,5,False,0.51
1581,12,year,335.96,False,1,True,0.5
1582,3,year,430.81,True,10,False,0.5
1583,16,month,188.09,True,2,True,0.51
1584,4,half year,273.5,True,7,True,0.52
1585,14,year,229.63,False,0,True,0.5
1586,2,half year,259.42,False,0,False,0.52
1587,20,year,35.5,True,2,True,0.5
1588,19,month,111.04,True,2,False,0.51
1589,2,month,324.61,False,2,True,0.51
1590,13,half year,453.78,True,1,False,0.52
1591,22,year,448.17,False,0,True,0.5
1592,8,half year,378.71,True,5,False,0.52
1593,5,year,398.83,False,6,True,0.5
1594,14,year,184.8,True,0,False,0.5
1595,6,month,39.88,True,1,True,0.51
1596,16,year,421.8,False,1,False,0.5
1597,12,year,435.66,False,0,False,0.5
1598,10,year,298.09,False,8,False,0.5
1599,21,half year,89.8,True,2,True,0.52
1600,16,half year,428.58,False,6,False,0.52
1601,19,year,187.09,True,4,True,0.5
1602,18,half year,173.17,True,9,True,0.52
1603,19,month,405.83,False,1,True,0.51
1604,20,month,395.5,False,1,False,0.51
1605,12,month,406.39,False,0,False,0.51
1606,11,half year,345.12,False,6,True,0.52
1607,16,half year,253.34,False,1,True,0.52
1608,3,half year,485.49,False,6,True,0.52
1609,7,year,279.14,False,2,True,0.5
1610,18,half year,440.03,False,5,False,0.52
1611,23,half year,377.96,False,0,True,0.52
1612,5,year,70.06,False,0,False,0.5
1613,7,year,495.64,True,8,True,0.5
1614,12,month,463.95,False,10,True,0.51
1615,22,year,285.34,True,3,True,0.5
1616,4,half year,457.01,False,4,True,0.52
1617,10,month,163.75,True,6,True,0.51
1618,22,year,347.65,False,3,False,0.5
1619,17,month,225.03,False,5,True,0.51
1620,10,half year,376.56,False,10,True,0.52
1621,21,year,206.91,True,4,True,0.5
1622,17,year,40.44,True,1,False,0.5
1623,11,year,24.46,True,4,False,0.5
1624,12,year,448.95,False,7,False,0.5
1625,8,year,52.65,False,3,False,0.5
1626,6,year,129.13,False,3,False,0.5
1627,13,year,93.0,True,0,True,0.5
1628,8,month,224.79,False,3,True,0.51
1629,8,month,445.96,False,9,True,0.51
1630,18,year,143.94,False,6,False,0.5
1631,17,month,227.82,False,2,False,0.51
1632,20,half year,485.88,False,1,True,0.52
1633,12,month,221.26,True,6,True,0.51
1634,21,half year,363.84,False,1,False,0.52
1635,20,year,130.35,True,7,False,0.5
1636,12,half year,353.63,False,0,True,0.52
1637,11,half year,128.13,False,5,False,0.52
1638,7,month,490.26,False,0,True,0.51
1639,23,year,158.66,True,5,False,0.5
1640,15,half year,262.94,False,1,False,0.52
1641,7,year,196.87,False,1,False,0.5
1642,7,year,41.62,False,10,True,0.5
1643,9,half year,457.37,True,9,True,0.52
1644,5,half year,339.52,False,0,True,0.52
1645,5,month,438.91,True,4,False,0.51
1646,17,month,225.43,False,7,True,0.51
1647,19,month,461.42,False,2,True,0.51
1648,19,month,402.91,False,1,False,0.51
1649,3,month,361.81,False,10,True,0.51
1650,5,month,149.9,False,1,False,0.51
1651,5,year,257.79,False,5,True,0.5
1652,12,month,297.14,True,0,False,0.51
